date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:11	248/248	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:49:12%20GMT	http://df.webontwerp.ucll.be/NL/leerpad	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/leerpad	(from http://df.webontwerp.ucll.be/NL/)
15:49:12	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:49:12%20GMT	http://df.webontwerp.ucll.be/NL/model_menu	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_menu	(from http://df.webontwerp.ucll.be/NL/)
15:49:12	15113/15113	---M-Z	200	added ('OK')	text/html	etag:%223b09-607e8da4fbc76-gzip%22	http://df.webontwerp.ucll.be/NL/leerpad/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/leerpad/index.html	(from http://df.webontwerp.ucll.be/NL/)
15:49:12	249/249	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:49:12%20GMT	http://df.webontwerp.ucll.be/NL/SQL_menu	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_menu	(from http://df.webontwerp.ucll.be/NL/)
15:49:12	244/244	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:49:13%20GMT	http://df.webontwerp.ucll.be/NL/FAQ	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/FAQ	(from http://df.webontwerp.ucll.be/NL/)
15:49:13	3532/3532	---M-Z	200	added ('OK')	text/html	etag:%22dcc-607e8da214977-gzip%22	http://df.webontwerp.ucll.be/NL/model_menu/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_menu/index.html	(from http://df.webontwerp.ucll.be/NL/)
15:49:13	2132/2132	---M-Z	200	added ('OK')	text/javascript	etag:%22854-607e8cca2c5c7-gzip%22	http://df.webontwerp.ucll.be/assets/js/func2.js	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/js/func2.js	(from http://df.webontwerp.ucll.be/NL/)
15:49:14	5580/5580	---M-Z	200	added ('OK')	text/html	etag:%2215cc-607e8da4aab8b-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_menu/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_menu/index.html	(from http://df.webontwerp.ucll.be/NL/)
15:49:14	6106/6106	---M-Z	200	added ('OK')	text/html	etag:%2217da-6096aece677b3-gzip%22	http://df.webontwerp.ucll.be/NL/FAQ/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/FAQ/index.html	(from http://df.webontwerp.ucll.be/NL/)
15:49:14	248/248	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:49:15%20GMT	http://df.webontwerp.ucll.be/EN/leerpad	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/leerpad	(from http://df.webontwerp.ucll.be/EN/)
15:49:15	15045/15045	---M-Z	200	added ('OK')	text/html	etag:%223ac5-60c2692207a8a-gzip%22	http://df.webontwerp.ucll.be/EN/leerpad/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/leerpad/index.html	(from http://df.webontwerp.ucll.be/EN/)
15:49:15	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:49:15%20GMT	http://df.webontwerp.ucll.be/EN/model_menu	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/model_menu	(from http://df.webontwerp.ucll.be/EN/)
15:49:15	3535/3535	---M-Z	200	added ('OK')	text/html	etag:%22dcf-60c2691d08527-gzip%22	http://df.webontwerp.ucll.be/EN/model_menu/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/model_menu/index.html	(from http://df.webontwerp.ucll.be/EN/)
15:49:15	249/249	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:49:16%20GMT	http://df.webontwerp.ucll.be/EN/SQL_menu	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/SQL_menu	(from http://df.webontwerp.ucll.be/EN/)
15:49:16	19435/19435	---M--	200	added ('OK')	image/png	etag:%224beb-607e8cc53f946%22	http://df.webontwerp.ucll.be/assets/Logo_UCLL_negatief_RGB.png	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/Logo_UCLL_negatief_RGB.png	(from http://df.webontwerp.ucll.be/NL/)
15:49:16	6147/6147	---M-Z	200	added ('OK')	text/html	etag:%221803-60c269216f4f7-gzip%22	http://df.webontwerp.ucll.be/EN/SQL_menu/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/SQL_menu/index.html	(from http://df.webontwerp.ucll.be/EN/)
15:49:16	196/196	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Dec%202023%2014:49:16%20GMT	http://df.webontwerp.ucll.be/leerpad/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/leerpad/index.html	(from http://df.webontwerp.ucll.be/EN/)
15:49:16	120762/120762	---M-Z	200	added ('OK')	application/javascript	etag:%22637f251b-a054%22	http://cdnjs.cloudflare.com/ajax/libs/highlight.js/11.7.0/highlight.min.js	C:/Code/School/DF/Database/cdnjs.cloudflare.com/ajax/libs/highlight.js/11.7.0/highlight.min.js	(from http://df.webontwerp.ucll.be/NL/)
15:49:27	345424/345424	---M--	200	added ('OK')	image/jpeg	etag:%2254550-607e8cc5a5253%22	http://df.webontwerp.ucll.be/assets/jeremy-bishop-G9i_plbfDgk-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/jeremy-bishop-G9i_plbfDgk-unsplash.jpg	(from http://df.webontwerp.ucll.be/assets/styles/stijl.css)
15:49:28	4888/4888	---M-Z	200	added ('OK')	text/css	etag:%221318-606cb5927b479-gzip%22	http://df.webontwerp.ucll.be/_astro/leerpad.d2f1e9c5.css	C:/Code/School/DF/Database/df.webontwerp.ucll.be/_astro/leerpad.d2f1e9c5.css	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:28	12321/12321	---M-Z	200	added ('OK')	text/html	etag:%223021-607e8da1d328e-gzip%22	http://df.webontwerp.ucll.be/NL/model_data/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_data/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:28	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:49:28%20GMT	http://df.webontwerp.ucll.be/NL/model_data	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_data.12.delayed	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:49:28	19400/19400	---M-Z	200	added ('OK')	text/html	etag:%224bc8-607e8da37b004-gzip%22	http://df.webontwerp.ucll.be/NL/model_vraag_naar_data/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_vraag_naar_data/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:29	5459/5459	---M-Z	200	added ('OK')	text/html	etag:%221553-607e8da41b299-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_pgadmin/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_pgadmin/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:29	40975/40975	---M-Z	200	added ('OK')	text/html	etag:%22a00f-607e8da414538-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_intro/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_intro/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:39	69598/69598	---M--	200	added ('OK')	image/jpeg	etag:%2210fde-607e8cd353352%22	http://df.webontwerp.ucll.be/assets/menukeuze/denys-nevozhai-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/denys-nevozhai-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:49:39	60531/60531	---M--	200	added ('OK')	image/jpeg	etag:%22ec73-607e8cd41d5cc%22	http://df.webontwerp.ucll.be/assets/menukeuze/pexels-brayden-law.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/pexels-brayden-law.jpg	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:49:39	62176/62176	---M-Z	200	added ('OK')	text/html	etag:%22f2e0-607e8da336a3c-gzip%22	http://df.webontwerp.ucll.be/NL/model_conceptueel/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_conceptueel/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:40	44781/44781	---M-Z	200	added ('OK')	text/html	etag:%22aeed-607e8da18ecc6-gzip%22	http://df.webontwerp.ucll.be/NL/model_conceptueel_oefeningen/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_conceptueel_oefeningen/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:40	47845/47845	---M-Z	200	added ('OK')	text/html	etag:%22bae5-607e8da29d508-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_CSV/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_CSV/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:44	81882/81882	---M--	200	added ('OK')	image/jpeg	etag:%2213fda-607e8cd346831%22	http://df.webontwerp.ucll.be/assets/menukeuze/jonas-off-FO2zwDMQzUM-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/jonas-off-FO2zwDMQzUM-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:49:45	25478/25478	---M-Z	200	added ('OK')	text/html	etag:%226386-607e8da380dc5-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_select/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_select/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:49:56	96120/96120	---M--	200	added ('OK')	image/jpeg	etag:%2217778-607e8cd2b30be%22	http://df.webontwerp.ucll.be/assets/menukeuze/ricardo-gomez-angel-KugEP5i9dxQ-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/ricardo-gomez-angel-KugEP5i9dxQ-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:49:57	16985/16985	---M-Z	200	added ('OK')	text/html	etag:%224259-607e8da2debf1-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_where/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_where/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:50:10	82051/82051	---M--	200	added ('OK')	image/jpeg	etag:%2214083-607e8cd363cf4%22	http://df.webontwerp.ucll.be/assets/menukeuze/pexels-henry-&-co.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/pexels-henry-&-co.jpg	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:50:11	14772/14772	---M-Z	200	added ('OK')	text/html	etag:%2239b4-607e8da456bc1-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_groupby_having/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_groupby_having/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:50:11	10912/10912	---M-Z	200	added ('OK')	text/html	etag:%222aa0-607e8da459aa1-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_orderby/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_orderby/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:50:12	5817/5817	---M-Z	200	added ('OK')	text/html	etag:%2216b9-607e8da3ca1af-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_limit/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_limit/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:50:16	188919/188919	---M--	200	added ('OK')	image/jpeg	etag:%222e1f7-607e8cd402fe9%22	http://df.webontwerp.ucll.be/assets/menukeuze/pexels-clem-onojeghuo.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/pexels-clem-onojeghuo.jpg	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:50:16	22716/22716	---M-Z	200	added ('OK')	text/html	etag:%2258bc-607e8da2ed652-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_eenopveel/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_eenopveel/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:50:43	162388/162388	---M--	200	added ('OK')	image/jpeg	etag:%2227a54-607e8cd2d53a2%22	http://df.webontwerp.ucll.be/assets/menukeuze/daniel-olah-OlTjeydUpQw-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/daniel-olah-OlTjeydUpQw-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:50:43	190276/190276	---M--	200	added ('OK')	image/jpeg	etag:%222e744-607e8cd269cd4%22	http://df.webontwerp.ucll.be/assets/menukeuze/pawel-czerwinski-kyo00lYIkLQ-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/pawel-czerwinski-kyo00lYIkLQ-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:50:43	24151/24151	---M-Z	200	added ('OK')	text/html	etag:%225e57-607e8da181204-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_innerjoin/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_innerjoin/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:50:43	19007/19007	---M-Z	200	added ('OK')	text/html	etag:%224a3f-607e8da25be20-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_outerjoin/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_outerjoin/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:50:44	28998/28998	---M-Z	200	added ('OK')	text/html	etag:%227146-607e8da52ba1c-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_tennis/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_tennis/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:50:44	62359/62359	---M-Z	200	added ('OK')	text/html	etag:%22f397-607e8da109015-gzip%22	http://df.webontwerp.ucll.be/NL/model_logisch/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_logisch/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:51:12	171626/171626	---M--	200	added ('OK')	image/jpeg	etag:%2229e6a-607e8cd333f4e%22	http://df.webontwerp.ucll.be/assets/menukeuze/alexandra-diaconu-VuBzplNNi0k-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/alexandra-diaconu-VuBzplNNi0k-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:51:14	185164/185164	---M--	200	added ('OK')	image/jpeg	etag:%222d34c-607e8cd46e6b6%22	http://df.webontwerp.ucll.be/assets/menukeuze/scott-webb-mV9-1XjnM4Y-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/scott-webb-mV9-1XjnM4Y-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:51:15	5900/5900	---M-Z	200	added ('OK')	text/html	etag:%22170c-607e8da1d134e-gzip%22	http://df.webontwerp.ucll.be/NL/model_logisch_oefeningen/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_logisch_oefeningen/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:51:39	161757/161757	---M--	200	added ('OK')	image/jpeg	etag:%22277dd-607e8cd23aecf%22	http://df.webontwerp.ucll.be/assets/menukeuze/josep-martins-l3-erg8nPRU-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/josep-martins-l3-erg8nPRU-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:51:39	13333/13333	---M-Z	200	added ('OK')	text/html	etag:%223415-607e8da2aa02a-gzip%22	http://df.webontwerp.ucll.be/NL/model_fysiek/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_fysiek/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:51:47	195570/195570	---M--	200	added ('OK')	image/jpeg	etag:%222fbf2-607e8cd290dd9%22	http://df.webontwerp.ucll.be/assets/menukeuze/alexander-ant-kvMZ-xXFrA4-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/alexander-ant-kvMZ-xXFrA4-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:51:47	40864/40864	---M-Z	200	added ('OK')	text/html	etag:%229fa0-607e8da14d5dd-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_DBschema/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_DBschema/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:51:50	783543/783543	---M--	200	added ('OK')	image/jpeg	etag:%22bf4b7-607e8cd32f12e%22	http://df.webontwerp.ucll.be/assets/menukeuze/pexels-matej.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/pexels-matej.jpg	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:51:50	18006/18006	---M-Z	200	added ('OK')	text/html	etag:%224656-607e8da263b21-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_privileges/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_privileges/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:51:53	79864/79864	---M--	200	added ('OK')	image/jpeg	etag:%22137f8-607e8cd443731%22	http://df.webontwerp.ucll.be/assets/menukeuze/johny-goerend-Oz2ZQ2j8We8-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/johny-goerend-Oz2ZQ2j8We8-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:51:53	16911/16911	---M-Z	200	added ('OK')	text/html	etag:%22420f-608f15788ef18-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_subquery/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_subquery/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:51:56	877281/877281	---M--	200	added ('OK')	image/jpeg	etag:%22d62e1-607e8cd3d41e3%22	http://df.webontwerp.ucll.be/assets/menukeuze/pexels-gdtography.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/pexels-gdtography.jpg	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:51:56	50699/50699	---M-Z	200	added ('OK')	text/html	etag:%22c60b-607e8da4a5d6b-gzip%22	http://df.webontwerp.ucll.be/NL/SQL_kookclub/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_kookclub/index.html	(from http://df.webontwerp.ucll.be/NL/leerpad/)
15:51:56	34773/34773	---M--	200	added ('OK')	image/jpeg	etag:%2287d5-607e8cd3a53dd%22	http://df.webontwerp.ucll.be/assets/menukeuze/logan-troxell-DsQmBlbywJ8-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/logan-troxell-DsQmBlbywJ8-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:51:57	4249/4249	---M-Z	200	added ('OK')	text/html	etag:%221099-607e8da335a9c-gzip%22	http://df.webontwerp.ucll.be/NL/model_drawio/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/model_drawio/index.html	(from http://df.webontwerp.ucll.be/NL/model_menu/)
15:52:08	119427/119427	---M--	200	added ('OK')	image/jpeg	etag:%221d283-607e8cd40eb6a%22	http://df.webontwerp.ucll.be/assets/menukeuze/pawel-czerwinski-fRzUPSFnp04-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/pawel-czerwinski-fRzUPSFnp04-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:52:16	121120/121120	---M--	200	added ('OK')	image/jpeg	etag:%221d920-607e8cd45fc55%22	http://df.webontwerp.ucll.be/assets/menukeuze/markus-spiske-k0rVudBoB4c-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/markus-spiske-k0rVudBoB4c-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:52:34	232279/232279	---M--	200	added ('OK')	image/jpeg	etag:%2238b57-607e8cd3c8661%22	http://df.webontwerp.ucll.be/assets/menukeuze/matthew-brindle-p7ILrZmhHHc-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/matthew-brindle-p7ILrZmhHHc-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:52:36	177602/177602	---M--	200	added ('OK')	image/jpeg	etag:%222b5c2-607e8cd28def9%22	http://df.webontwerp.ucll.be/assets/menukeuze/jatin-gajjar-nrNQrGREhRo-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/jatin-gajjar-nrNQrGREhRo-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:52:38	25666/25666	---M--	200	added ('OK')	image/jpeg	etag:%226442-607e8cd2ebb05%22	http://df.webontwerp.ucll.be/assets/menukeuze/martin-martz-5bWWxcpAjZ4-unsplash.jpg	C:/Code/School/DF/Database/df.webontwerp.ucll.be/assets/menukeuze/martin-martz-5bWWxcpAjZ4-unsplash.jpg	(from http://df.webontwerp.ucll.be/NL/SQL_menu/)
15:52:38	248/248	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:52:39%20GMT	http://df.webontwerp.ucll.be/NL/SQL_CSV	C:/Code/School/DF/Database/df.webontwerp.ucll.be/NL/SQL_CSV	(from http://df.webontwerp.ucll.be/NL/FAQ/)
15:52:39	196/196	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Dec%202023%2014:52:39%20GMT	http://df.webontwerp.ucll.be/_astro/leerpad.c5d42cfe.css	C:/Code/School/DF/Database/df.webontwerp.ucll.be/_astro/leerpad.c5d42cfe.css	(from http://df.webontwerp.ucll.be/EN/leerpad/)
15:52:39	10623/10623	---M-Z	200	added ('OK')	text/html	etag:%22297f-60c2691c941b8-gzip%22	http://df.webontwerp.ucll.be/EN/model_data/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/model_data/index.html	(from http://df.webontwerp.ucll.be/EN/leerpad/)
15:52:40	18760/18760	---M-Z	200	added ('OK')	text/html	etag:%224948-60c2691f591d3-gzip%22	http://df.webontwerp.ucll.be/EN/model_vraag_naar_data/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/model_vraag_naar_data/index.html	(from http://df.webontwerp.ucll.be/EN/leerpad/)
15:52:40	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2014:52:40%20GMT	http://df.webontwerp.ucll.be/EN/model_data	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/model_data	(from http://df.webontwerp.ucll.be/EN/model_menu/)
15:52:41	4952/4952	---M-Z	200	added ('OK')	text/html	etag:%221358-60c269206c836-gzip%22	http://df.webontwerp.ucll.be/EN/SQL_pgadmin/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/SQL_pgadmin/index.html	(from http://df.webontwerp.ucll.be/EN/leerpad/)
15:52:41	38259/38259	---M-Z	200	added ('OK')	text/html	etag:%229573-60c2692042851-gzip%22	http://df.webontwerp.ucll.be/EN/SQL_intro/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/SQL_intro/index.html	(from http://df.webontwerp.ucll.be/EN/leerpad/)
15:52:42	56913/56913	---M-Z	200	added ('OK')	text/html	etag:%22de51-60c2691f2848c-gzip%22	http://df.webontwerp.ucll.be/EN/model_conceptueel/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/model_conceptueel/index.html	(from http://df.webontwerp.ucll.be/EN/leerpad/)
15:52:43	41306/41306	---M-Z	200	added ('OK')	text/html	etag:%22a15a-60c2691c12388-gzip%22	http://df.webontwerp.ucll.be/EN/model_conceptueel_oefeningen/	C:/Code/School/DF/Database/df.webontwerp.ucll.be/EN/model_conceptueel_oefeningen/index.html	(from http://df.webontwerp.ucll.be/EN/leerpad/)
